1_2_array_0,1_2_array_1,1_2_array_2,
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000,-65000
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998,-64998
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996,-64996
