1_4_array_0	1_4_array_1	1_4_array_2	
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000	-65000
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998	-64998
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996	-64996
