1_2_array_0,1_2_array_1,1_2_array_2,
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002,65002
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004,65004
