65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001	65.000001
