1_1_array_0;1_1_array_1;1_1_array_2;
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500;6500
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502;6502
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504;6504
